iid (0),id (1),gender (2),idg (3),condtn (4),wave (5),round (6),position (7),order (8),partner (9),pid (10),samerace (11),age_o (12),race_o (13),pf_o_att (14),pf_o_sin (15),pf_o_int (16),pf_o_fun (17),pf_o_amb (18),pf_o_sha (19),dec_o (20),attr_o (21),sinc_o (22),intel_o (23),fun_o (24),like_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,dec,match
450,11,1,21,2,17,11,4,3,5,434,1,27,2,30,15,15,30,0,10,0,5,5,5,7,7,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,1,0
450,11,1,21,2,17,11,7,5,6,435,0,22,1,25,5,20,25,15,10,1,7,9,10,9,7,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,0,0
450,11,1,21,2,17,11,12,9,8,437,1,23,2,15,15,18,18,14,20,0,7,7,9,7,5,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,0,0
450,11,1,21,2,17,11,2,1,10,439,1,29,2,20,10,50,5,10,5,0,5,9,10,5,5,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,1,0
450,11,1,21,2,17,11,8,6,1,430,0,22,4,10,25,15,20,15,15,0,5,7,8,6,6,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,1,0
450,11,1,21,2,17,11,9,7,2,431,0,27,4,15,15,25,15,15,15,0,7,8,8,8,5,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,0,0
450,11,1,21,2,17,11,11,8,3,432,1,28,2,15,30,30,10,10,5,1,5,10,10,9,10,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,1,1
450,11,1,21,2,17,11,13,10,9,438,1,23,2,14,15,16,17,18,20,1,4,6,8,7,4,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,1,1
459,6,0,11,1,18,6,5,2,1,460,0,33,2,20,10,20,15,15,20,0,8,8,8,7,6,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,0,0
459,6,0,11,1,18,6,5,4,4,463,1,23,4,15,15,15,15,15,25,0,5,7,7,6,7,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,0,0
459,6,0,11,1,18,6,5,5,5,464,1,33,4,15,15,15,20,15,20,1,7,7,7,7,5,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,0,0
459,6,0,11,1,18,6,5,1,3,462,1,33,4,30,30,10,10,0,20,1,8,6,7,6,7,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,0,0
459,6,0,11,1,18,6,5,3,2,461,0,27,6,40,20,20,10,10,0,1,7,6,6,7,8,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,0,0
467,2,0,3,2,19,15,10,2,14,494,1,30,2,25,25,25,25,0,0,0,8,8,8,7,7,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,0
467,2,0,3,2,19,15,10,7,5,485,0,29,1,20,15,20,15,15,15,1,9,10,10,10,9,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,0,0
467,2,0,3,2,19,15,10,3,7,487,0,24,4,25,26,15,10,9,15,0,8,5,5,5,6,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,0
467,2,0,3,2,19,15,10,9,6,486,0,32,3,20,20,20,15,10,15,0,9,7,7,4,5,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,0
467,2,0,3,2,19,15,10,4,3,483,1,28,2,40,20,20,20,0,0,0,7,8,9,9,8,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,0,0
467,2,0,3,2,19,15,10,1,13,493,0,20,4,30,10,10,30,10,10,0,9,8,9,8,6,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,0
467,2,0,3,2,19,15,10,10,4,484,0,31,4,16,16,20,16,16,16,1,9,6,8,7,7,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,0,0
467,2,0,3,2,19,15,10,13,8,488,0,29,4,15,20,20,20,5,20,1,8,8,8,8,8,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,0,0
467,2,0,3,2,19,15,10,15,11,491,0,29,3,30,10,25,20,8,7,1,7,7,8,7,5,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
467,2,0,3,2,19,15,10,11,1,481,1,23,2,25,20,15,20,5,15,1,8,8,7,8,8,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
467,2,0,3,2,19,15,10,8,12,492,0,30,6,30,0,30,30,10,0,1,10,8,10,8,2,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
467,2,0,3,2,19,15,10,12,2,482,1,30,2,20,10,22,20,15,13,1,8,6,6,6,7,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
467,2,0,3,2,19,15,10,5,10,490,1,29,2,30,15,20,10,10,15,1,9,6,8,7,7,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
467,2,0,3,2,19,15,10,14,9,489,1,28,2,20,10,20,20,20,0,1,8,9,8,7,8,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
467,2,0,3,2,19,15,10,6,15,495,0,32,6,20,20,20,15,15,10,1,8,7,6,7,7,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,1,1
478,14,0,26,2,19,15,2,7,11,491,0,29,3,30,10,25,20,8,7,1,7,7,8,7,5,26,13,2,4,4,1,4,1,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,1,1
478,14,0,26,2,19,15,2,6,9,489,1,28,2,20,10,20,20,20,0,1,8,7,8,7,8,26,13,2,4,4,1,4,1,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,1,1
480,16,0,30,2,19,15,11,14,8,488,0,29,4,15,20,20,20,5,20,1,10,10,10,10,10,26,5,2,4,6,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,1,1
480,16,0,30,2,19,15,11,9,12,492,0,30,6,30,0,30,30,10,0,1,10,10,10,8,1,26,5,2,4,6,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,1,1
480,16,0,30,2,19,15,11,15,9,489,1,28,2,20,10,20,20,20,0,1,8,8,8,8,7,26,5,2,4,6,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,1,1
484,4,1,8,2,19,15,9,9,8,473,1,34,4,15,20,20,15,15,15,1,8,10,10,8,8,31,18,4,1,1,1,6,4,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,1,1
484,4,1,8,2,19,15,14,14,11,476,0,25,2,20,20,20,15,15,10,1,4,8,9,6,8,31,18,4,1,1,1,6,4,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,1,1
489,9,1,18,2,19,15,4,8,12,477,0,27,3,16,19,16,17,15,17,1,7,6,8,8,7,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,0,0
489,9,1,18,2,19,15,6,10,3,468,0,25,6,15,25,15,15,15,15,0,8,7,7,6,7,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,0
489,9,1,18,2,19,15,7,11,15,479,1,27,2,15,15,20,20,15,15,0,5,8,8,7,6,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,0
489,9,1,18,2,19,15,3,7,1,466,1,24,2,10,20,20,15,20,15,0,5,6,6,5,5,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,0
489,9,1,18,2,19,15,1,5,7,472,0,25,3,10,25,25,20,10,10,0,7,6,5,7,5,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,0,0
489,9,1,18,2,19,15,9,13,8,473,0,34,4,15,20,20,15,15,15,1,9,9,9,8,9,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,0,0
489,9,1,18,2,19,15,14,3,11,476,1,25,2,20,20,20,15,15,10,1,7,6,6,5,5,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,0,0
489,9,1,18,2,19,15,12,1,6,471,0,30,4,15,15,25,10,15,20,1,7,7,7,7,7,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,13,2,5,470,0,29,4,10,20,25,25,10,10,1,7,7,5,7,8,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,10,14,2,467,1,24,2,20,20,20,20,20,0,1,9,9,9,10,8,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,5,9,4,469,0,25,4,20,10,20,20,10,20,1,7,4,5,8,6,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,11,15,16,480,1,26,2,16,18,18,20,12,16,1,9,8,8,7,8,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,2,6,14,478,1,26,2,20,20,10,20,10,20,1,8,7,7,7,7,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,8,12,9,474,0,30,1,15,20,10,30,5,20,1,10,9,9,9,9,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
489,9,1,18,2,19,15,15,4,10,475,0,27,3,10,15,30,10,15,20,1,7,4,6,6,5,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,1,1
499,4,0,6,1,20,7,3,3,2,503,1,25,2,30,30,40,0,0,0,0,7,8,8,7,8,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,0,0
499,4,0,6,1,20,7,3,7,1,502,0,26,4,40,20,20,20,0,0,1,7,7,9,7,7,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,0,0
499,4,0,6,1,20,7,3,5,7,507,0,24,4,20,20,20,20,20,0,0,6,9,9,8,8,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,1,0
499,4,0,6,1,20,7,3,6,6,506,0,24,4,15,15,20,15,15,20,0,4,5,6,4,3,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,0,0
499,4,0,6,1,20,7,3,1,5,505,0,27,4,20,14,18,16,16,16,0,5,8,9,6,7,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,0,0
499,4,0,6,1,20,7,3,4,8,508,0,36,4,18,10,18,18,18,18,1,6,9,8,7,7,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,1,1
499,4,0,6,1,20,7,3,2,4,504,1,23,2,30,0,30,15,15,10,1,5,8,7,6,6,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,1,1
501,6,0,10,1,20,7,1,6,5,505,0,27,4,20,14,18,16,16,16,0,6,8,8,8,7,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,0,0
501,6,0,10,1,20,7,1,1,2,503,1,25,2,30,30,40,0,0,0,1,6,8,5,6,7,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,0,0
501,6,0,10,1,20,7,1,4,6,506,0,24,4,15,15,20,15,15,20,0,6,6,6,6,3,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,0,0
501,6,0,10,1,20,7,1,2,8,508,0,36,4,18,10,18,18,18,18,1,7,9,8,8,7,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,0,0
501,6,0,10,1,20,7,1,5,1,502,0,26,4,40,20,20,20,0,0,1,9,8,9,8,8,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,0,0
501,6,0,10,1,20,7,1,3,7,507,0,24,4,20,20,20,20,20,0,0,7,8,8,9,7,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,1,0
501,6,0,10,1,20,7,1,7,4,504,1,23,2,30,0,30,15,15,10,1,6,6,6,6,5,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,1,1
513,5,0,9,2,21,22,22,19,9,539,1,22,2,30,10,20,15,15,10,1,10,7,6,10,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,12,10,540,1,24,2,20,15,20,20,15,10,1,7,6,6,7,7,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,18,14,544,0,23,4,15,25,20,10,10,20,1,6,7,7,9,7,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,9,1,531,0,25,4,15,30,20,20,10,5,0,10,8,10,5,3,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,4,15,545,1,24,2,20,20,20,20,10,10,0,8,4,5,8,5,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,2,21,551,0,27,1,40,20,20,20,0,0,1,9,6,5,9,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,11,13,543,0,24,4,20,16,16,17,16,15,0,5,8,8,8,3,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,8,4,534,0,24,6,30,30,30,5,2,3,1,8,8,9,8,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,7,17,547,1,30,2,25,20,20,20,0,15,1,7,7,6,8,7,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,20,6,536,1,29,2,30,20,20,20,10,0,0,8,3,6,7,4,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,17,12,542,0,23,4,25,15,20,20,10,10,1,8,6,7,8,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,16,19,549,1,28,2,20,20,20,20,0,20,0,7,7,6,5,5,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,15,8,538,1,32,2,50,0,10,30,0,10,1,8,5,6,7,5,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,14,18,548,1,30,2,40,10,20,10,0,20,1,8,2,3,8,4,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,0,0
513,5,0,9,2,21,22,22,3,20,550,1,30,2,30,3,30,30,3,4,1,9,6,6,7,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,1,1
513,5,0,9,2,21,22,22,13,22,552,1,25,2,70,0,15,15,0,0,1,8,9,9,9,9,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,1,1
513,5,0,9,2,21,22,22,1,16,546,1,30,2,35,10,20,25,5,5,1,8,7,7,9,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,1,1
513,5,0,9,2,21,22,22,10,7,537,0,22,4,20,5,25,25,5,20,1,8,8,8,8,7,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,1,1
513,5,0,9,2,21,22,22,21,3,533,1,26,2,25,25,25,13,12,0,1,7,8,8,8,7,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,1,1
513,5,0,9,2,21,22,22,5,5,535,1,23,2,23,14,19,16,10,18,1,8,8,7,7,8,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,1,1
516,8,0,15,2,21,22,18,6,7,537,1,22,4,20,5,25,25,5,20,0,8,8,8,6,7,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,0
516,8,0,15,2,21,22,18,10,18,548,0,30,2,40,10,20,10,0,20,1,6,4,4,6,5,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,19,16,546,0,30,2,35,10,20,25,5,5,0,5,3,5,6,4,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,5,1,531,1,25,4,15,30,20,20,10,5,1,10,8,10,10,5,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,3,17,547,0,30,2,25,20,20,20,0,15,0,5,7,7,5,5,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,11,8,538,0,32,2,50,0,10,30,0,10,0,6,3,5,6,5,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,0
516,8,0,15,2,21,22,18,4,4,534,0,24,6,30,30,30,5,2,3,1,7,8,8,8,9,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,7,13,543,1,24,4,20,16,16,17,16,15,1,9,8,8,8,9,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,2,2,532,1,26,4,25,20,20,20,5,10,0,7,4,7,3,4,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,17,3,533,0,26,2,25,25,25,13,12,0,0,7,8,5,5,3,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,8,10,540,0,24,2,20,15,20,20,15,10,0,7,5,5,6,6,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,15,9,539,0,22,2,30,10,20,15,15,10,1,9,4,5,7,8,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,21,20,550,0,30,2,30,3,30,30,3,4,0,7,6,6,6,5,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,13,12,542,1,23,4,25,15,20,20,10,10,1,9,4,6,7,7,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,14,14,544,1,23,4,15,25,20,10,10,20,0,6,4,5,5,4,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,0,0
516,8,0,15,2,21,22,18,1,5,535,0,23,2,23,14,19,16,10,18,1,9,7,9,8,10,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,1
516,8,0,15,2,21,22,18,16,6,536,0,29,2,30,20,20,20,10,0,1,10,8,9,9,9,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,1
516,8,0,15,2,21,22,18,20,21,551,0,27,1,40,20,20,20,0,0,1,5,6,7,7,7,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,1
516,8,0,15,2,21,22,18,9,22,552,0,25,2,70,0,15,15,0,0,1,8,7,8,9,8,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,1
516,8,0,15,2,21,22,18,18,11,541,1,23,4,40,30,0,20,0,10,1,7,6,10,7,6,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,1
516,8,0,15,2,21,22,18,12,19,549,0,28,2,20,20,20,20,0,20,1,5,7,6,6,5,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,1,1
522,14,0,27,2,21,22,4,17,22,552,1,25,2,70,0,15,15,0,0,0,3,3,9,6,6,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,0
522,14,0,27,2,21,22,4,9,5,535,1,23,2,23,14,19,16,10,18,1,7,7,7,7,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,11,17,547,1,30,2,25,20,20,20,0,15,0,6,8,6,7,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,0
522,14,0,27,2,21,22,4,13,1,531,0,25,4,15,30,20,20,10,5,0,5,5,5,1,1,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,4,11,541,0,23,4,40,30,0,20,0,10,1,7,6,9,8,8,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,10,2,532,0,26,4,25,20,20,20,5,10,1,8,8,8,7,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,14,7,537,0,22,4,20,5,25,25,5,20,0,7,9,9,8,8,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,0
522,14,0,27,2,21,22,4,3,3,533,1,26,2,25,25,25,13,12,0,0,6,9,9,8,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,0
522,14,0,27,2,21,22,4,12,4,534,0,24,6,30,30,30,5,2,3,1,7,8,8,8,6,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,16,10,540,1,24,2,20,15,20,20,15,10,1,6,7,8,7,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,21,12,542,0,23,4,25,15,20,20,10,10,1,6,5,4,6,6,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,15,13,543,0,24,4,20,16,16,17,16,15,0,7,8,8,8,5,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,19,8,538,1,32,2,50,0,10,30,0,10,0,6,6,6,6,5,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,0
522,14,0,27,2,21,22,4,6,21,551,0,27,1,40,20,20,20,0,0,1,7,7,8,4,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,7,20,550,1,30,2,30,3,30,30,3,4,0,6,7,6,4,5,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,2,6,536,1,29,2,30,20,20,20,10,0,0,7,8,9,7,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,18,18,548,1,30,2,40,10,20,10,0,20,0,4,4,7,1,1,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,0,0
522,14,0,27,2,21,22,4,20,19,549,1,28,2,20,20,20,20,0,20,1,6,8,8,8,6,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,1
522,14,0,27,2,21,22,4,5,16,546,1,30,2,35,10,20,25,5,5,1,7,8,8,8,7,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,1,1
